Image ID, Annotation ID, Person Offset
515289, 1257240, 99.70
515289, 1710075, 85.85
562150, 1732668, 67.22
412151, 194371, 59.36
412151, 221956, 55.11
579003, 450080, 169.54
462565, 189054, 227.25
462565, 200753, 103.28
462565, 216797, 74.81
462565, 231408, 187.79
462565, 260012, 158.91
462565, 260121, 300.34
462565, 1253917, 174.66
111076, 1743053, 280.39
321107, 209706, 70.06
321107, 220619, 25.28
321107, 2148401, 55.95
229643, 422207, 173.41
455483, 1243915, 37.00
61181, 1231696, 188.29
61181, 1258830, 122.30
61181, 1284546, 127.08
61181, 1301708, 221.85
61181, 1303049, 142.28
61181, 1306072, 201.44
61181, 1307863, 199.07
387362, 519427, 5.76
394892, 443696, 25.42
394892, 1736333, 10.23
1146, 1210803, 57.47
310391, 505486, 275.32
310391, 1742581, 62.03
310391, 2000977, 245.74
310391, 2006743, 305.60
310391, 2029073, 295.00
97434, 207897, 123.19
97434, 220480, 4.02
463836, 441196, 62.56
122851, 218759, 134.53
122851, 218786, 172.50
122851, 227013, 207.46
197254, 214966, 174.43
197254, 1239198, 115.40
197254, 1270664, 105.73
197254, 1288808, 120.47
197254, 1308753, 152.03
197254, 1313133, 190.69
197254, 1318279, 198.26
197254, 1324966, 210.20
197254, 1717480, 165.07
197254, 1752530, 12.46
197254, 2029495, 41.30
197254, 2032260, 167.03
197254, 2032675, 127.45
197254, 900100197254, 0.50
251252, 187735, 29.33
251252, 190061, 3.66
251252, 213215, 75.80
251252, 213591, 102.00
251252, 2028690, 85.80
251252, 2028906, 180.71
251252, 2032926, 166.56
251252, 2033224, 176.51
251252, 2033775, 74.50
37675, 216366, 37.65
37675, 253180, 33.77
37675, 253268, 45.89
268556, 2203816, 5.81
268556, 2203959, 156.94
271177, 185653, 177.59
271177, 1714094, 156.09
271177, 1734281, 157.34
85160, 197154, 46.26
85160, 225355, 121.64
85160, 234033, 31.88
85160, 236617, 227.94
559665, 189146, 67.18
559665, 208475, 43.35
559665, 1209081, 286.66
559665, 1230151, 231.92
459912, 1247263, 179.35
459912, 1287044, 272.88
459912, 1290646, 91.39
459912, 1301611, 286.83
459912, 1676250, 131.00
459912, 1679532, 236.34
459912, 1700712, 28.45
459912, 1716528, 61.87
459912, 1726288, 219.02
459912, 1729687, 108.43
459912, 1743238, 51.57
459912, 2028707, 254.66
459912, 2030516, 193.81
459912, 900100459912, 61.00
15827, 1207053, 49.81
15827, 1236598, 201.79
15827, 1691274, 86.22
15827, 1694631, 89.35
15827, 1697021, 108.89
15827, 1700649, 144.11
15827, 1703523, 136.36
15827, 1710598, 131.46
15827, 1724665, 120.93
15827, 1999968, 121.09
15827, 2021340, 68.44
15827, 2021691, 24.16
394240, 218226, 114.04
394240, 261543, 94.12
394240, 1231635, 2.74
394240, 1722984, 12.44
394240, 1751266, 185.47
175831, 189891, 21.30
175831, 203577, 83.82
175831, 204417, 86.05
315601, 188927, 37.44
315601, 225660, 251.16
315601, 256532, 215.48
315601, 260799, 53.93
315601, 262759, 305.31
315601, 1224537, 179.75
315601, 1685974, 20.01
315601, 1728622, 60.38
315601, 1750182, 67.12
503707, 203981, 49.21
503707, 256015, 222.74
503707, 260112, 274.02
369763, 210647, 99.19
369763, 217238, 257.16
199951, 206692, 38.32
213687, 196237, 246.98
213687, 203185, 151.87
213687, 1252925, 74.85
213687, 1261561, 95.82
213687, 1279139, 164.35
213687, 1689316, 217.47
213687, 1694131, 254.55
213687, 1697177, 283.19
213687, 1721268, 304.05
213687, 1722550, 102.25
213687, 1727991, 267.89
213687, 1747730, 298.24
213687, 2033784, 102.14
213687, 900100213687, 10.50
108094, 196706, 119.52
108094, 255812, 85.57
527040, 216888, 175.13
350341, 208151, 189.65
369826, 1241029, 10.11
551334, 193729, 34.35
291380, 219822, 44.41
513681, 210424, 23.04
513681, 222659, 291.52
513681, 233764, 228.30
513681, 237154, 138.33
513681, 2005529, 148.84
437370, 188671, 135.99
289173, 189134, 126.37
289173, 1257003, 285.48
52759, 206666, 0.86
52759, 209515, 187.05
52759, 1733478, 100.82
568623, 1304044, 217.95
568623, 1304532, 154.03
568623, 1315344, 204.15
568623, 1684940, 238.44
568623, 1697283, 258.84
568623, 1698977, 88.89
568623, 1730582, 182.49
568623, 1753274, 30.70
568623, 1754435, 264.55
568623, 1759488, 103.34
568623, 1759541, 120.45
568623, 2023110, 62.42
128939, 476469, 173.87
128939, 493347, 110.05
128939, 1216262, 60.95
128939, 1727275, 199.67
150410, 223089, 13.88
354533, 185795, 163.61
354533, 193229, 260.82
354533, 198280, 276.24
354533, 217098, 287.34
354533, 223073, 298.11
354533, 226842, 316.11
354533, 252163, 30.86
242139, 479137, 185.31
242139, 1721858, 201.52
242139, 2033344, 214.37
334321, 205584, 93.16
334321, 209799, 161.13
334321, 221682, 28.55
334321, 1224311, 57.35
334321, 2001616, 75.05
381021, 1234312, 181.28
381021, 1237652, 206.57
381021, 1244225, 227.20
381021, 2003911, 199.66
170629, 209530, 262.22
170629, 254440, 216.59
170629, 255355, 132.00
170629, 258899, 181.81
170629, 1220837, 280.72
170629, 1231319, 165.10
170629, 1237425, 94.75
170629, 1257940, 68.36
170629, 1271712, 148.43
170629, 1287948, 200.62
170629, 2004477, 244.09
6005, 451462, 213.11
6005, 459161, 248.33
189550, 449823, 129.28
212663, 194266, 31.82
212663, 210767, 203.95
212663, 225746, 243.57
212663, 232138, 303.35
212663, 253648, 269.23
212663, 1209299, 223.66
212663, 1257848, 125.80
212663, 1266662, 116.30
212663, 1748302, 144.75
212663, 2207877, 61.68
450263, 187966, 51.62
450263, 200382, 156.19
450263, 204796, 287.11
450263, 261077, 312.17
241691, 1729384, 223.31
450500, 1210344, 222.56
450500, 1219145, 191.39
450500, 1262716, 79.63
450500, 1273771, 172.18
450500, 1690287, 32.66
450500, 1699197, 37.33
450500, 1702218, 7.05
450500, 1704650, 125.04
450500, 1705062, 208.10
450500, 1708321, 106.28
450500, 1739853, 50.87
450500, 1747797, 88.60
450500, 2002652, 154.63
450500, 900100450500, 52.00
232894, 424865, 213.17
232894, 458944, 4.50
455859, 453544, 15.70
455859, 461527, 168.25
455859, 487260, 257.96
455859, 540321, 179.81
455859, 541805, 4.29
455859, 1205657, 251.07
455859, 1253865, 274.70
455859, 1262157, 19.23
455859, 1716785, 266.61
455859, 2205815, 123.23
235302, 553810, 78.32
235302, 555878, 40.17
127474, 456928, 106.04
127474, 467412, 160.09
38029, 507349, 236.28
38029, 525783, 157.04
38029, 551846, 197.43
38029, 1220098, 295.15
38029, 1676400, 171.56
38029, 1696481, 103.38
38029, 1735629, 307.92
38029, 2017038, 276.93
38029, 2032412, 244.91
38029, 2033830, 254.23
38029, 2163410, 279.55
38029, 2206988, 202.20
38029, 900100038029, 248.50
155885, 199449, 178.00
155885, 1236444, 225.75
190056, 1676396, 81.42
190056, 1681012, 129.67
190056, 1694586, 228.77
190056, 1703336, 75.12
190056, 1724630, 70.72
190056, 2031419, 64.17
236182, 193812, 51.47
334405, 1231239, 194.44
334405, 1692448, 187.39
351053, 466136, 203.64
351053, 471826, 172.98
157269, 197827, 41.89
157269, 226375, 205.84
157269, 231668, 306.12
157269, 232884, 132.88
157269, 235571, 188.54
322654, 422063, 4.97
322654, 450988, 55.13
322654, 459908, 26.62
322654, 462512, 214.22
322654, 1228261, 23.99
338948, 1272443, 19.38
338948, 1286844, 182.66
338948, 1295944, 260.91
338948, 1303940, 227.00
338948, 1306404, 131.94
338948, 1309840, 74.59
338948, 1310018, 56.74
338948, 1321048, 220.19
338948, 1327823, 217.08
338948, 1329007, 304.09
338948, 1717379, 301.58
338948, 1757761, 77.33
338948, 2015521, 138.73
338948, 900100338948, 112.50
327807, 205118, 83.59
327807, 236189, 32.53
327807, 265676, 81.66
327807, 265798, 52.66
327807, 266359, 235.50
327807, 1210488, 91.83
327807, 1692914, 66.74
327807, 1702652, 73.94
327807, 1704742, 14.14
327807, 1705243, 61.68
327807, 1705570, 100.25
327807, 1726150, 6.39
518586, 187980, 115.84
65227, 441986, 20.37
65227, 456062, 149.84
476597, 453657, 60.39
476597, 512449, 28.73
476597, 1239708, 70.48
165029, 495208, 17.26
165029, 496300, 157.67
117125, 186857, 136.00
117125, 256729, 194.05
426175, 1733012, 52.94
249720, 2151463, 97.00
554348, 186462, 138.62
554348, 1237488, 54.17
231163, 186132, 264.15
231163, 195197, 38.47
231163, 214264, 70.31
231163, 216692, 91.56
231163, 1712524, 103.57
231163, 2024359, 80.13
231163, 2025586, 65.34
231163, 2030326, 39.96
578292, 455088, 12.77
522778, 451974, 62.74
522778, 509361, 42.43
522778, 1243767, 296.16
522778, 1243925, 116.31
522778, 1742607, 305.33
522778, 1752529, 213.93
522778, 2154150, 250.38
365366, 187863, 72.41
46743, 428212, 36.23
46743, 457537, 56.62
46743, 508807, 87.90
46743, 1204922, 35.59
46743, 1244201, 25.06
46743, 1715503, 41.71
554114, 425233, 101.57
437609, 193169, 38.19
434494, 421474, 254.02
434494, 446949, 220.21
434494, 530094, 99.33
434494, 530723, 81.24
434494, 556730, 13.92
542510, 471709, 117.47
472795, 213728, 200.91
472795, 1729523, 187.31
182784, 209595, 128.42
182784, 211483, 71.10
182784, 253917, 302.81
182784, 1750980, 40.28
182784, 2149267, 161.23
182784, 2149558, 243.67
54088, 437515, 212.51
54088, 530731, 158.82
54088, 1241770, 23.08
54088, 1707594, 247.10
54088, 1724307, 280.32
54088, 2154047, 302.35
353968, 186849, 89.34
458052, 254699, 249.93
490081, 216857, 101.52
571034, 203301, 300.27
571034, 204538, 33.86
571034, 257442, 15.60
571034, 1216812, 228.13
571034, 1221397, 83.51
571034, 1223820, 180.07
571034, 1226408, 211.62
571034, 2000211, 200.98
571034, 2001491, 92.91
571034, 2019662, 153.99
142667, 1200683, 52.26
142667, 1286029, 121.71
142667, 1295735, 255.69
142667, 1303486, 215.03
142667, 1304758, 104.52
142667, 1305311, 141.05
142667, 1315657, 24.56
142667, 1319201, 51.12
142667, 1319736, 74.60
142667, 1320661, 161.04
142667, 1323298, 294.77
142667, 2015882, 47.15
142667, 2154290, 281.42
142667, 900100142667, 113.00
99734, 1246846, 133.88
99734, 1686410, 112.26
99734, 1742761, 84.52
350694, 210743, 40.77
350694, 255424, 136.49
350694, 259706, 9.54
350694, 260293, 58.97
350694, 261471, 25.56
350694, 261571, 9.33
350694, 1216003, 28.43
350694, 1253562, 44.49
350694, 1267393, 202.15
350694, 1289620, 79.21
350694, 1721095, 117.88
350694, 1741073, 13.73
350694, 2020898, 43.67
350694, 900100350694, 11.50
457754, 439612, 69.07
457754, 464128, 170.00
457754, 498897, 130.68
457754, 567938, 156.10
109819, 188425, 223.81
109819, 218555, 65.44
109819, 259098, 78.01
109819, 259286, 205.75
109819, 259487, 17.59
109819, 261942, 185.74
109819, 1237996, 87.83
109819, 1288871, 157.20
109819, 1680733, 51.29
109819, 1685601, 186.93
109819, 1707175, 145.82
109819, 2158921, 200.61
260141, 184269, 189.96
260141, 187793, 148.93
260141, 2014749, 132.61
7682, 433800, 0.00
540264, 516966, 34.23
540264, 1711021, 46.61
246809, 192181, 137.83
246809, 206422, 148.94
246809, 1270251, 179.84
246809, 1272457, 164.78
246809, 1285304, 151.45
102843, 1254940, 177.91
102843, 1255895, 170.78
102843, 1257022, 150.47
102843, 1268966, 125.83
102843, 1283272, 80.73
102843, 1295613, 107.25
102843, 1303913, 95.00
102843, 1310472, 76.35
102843, 1710925, 116.49
102843, 1747608, 78.54
102843, 2006182, 138.25
102843, 2015435, 61.00
102843, 2023119, 72.86
102843, 900100102843, 50.00
440646, 429011, 70.74
440646, 472041, 50.00
242499, 466808, 263.24
242499, 1249477, 125.34
242499, 1254243, 263.48
242499, 1269872, 3.80
242499, 1284982, 230.37
242499, 1288403, 265.79
242499, 1292870, 250.43
242499, 1293923, 223.26
242499, 1303075, 2.88
242499, 1710241, 275.41
242499, 1735680, 240.92
242499, 2005680, 86.83
242499, 2021212, 34.50
242499, 900100242499, 8.50
511204, 505467, 0.97
30255, 1213036, 32.13
30255, 1261871, 54.59
30255, 1262058, 68.66
30255, 1276913, 112.33
30255, 1282087, 48.82
30255, 1291860, 85.55
30255, 1297165, 15.61
30255, 1299392, 79.69
30255, 1299789, 68.80
30255, 1308480, 71.43
30255, 1690634, 204.93
30255, 1705417, 189.50
30255, 2003623, 168.57
30255, 900100030255, 41.00
557981, 442332, 17.97
260166, 1212551, 92.35
260166, 1279185, 67.07
260166, 1299310, 86.18
260166, 1314960, 62.87
260166, 1323285, 101.95
260166, 1323915, 84.46
260166, 1324092, 26.80
260166, 1325394, 115.07
260166, 1326125, 58.42
260166, 1327317, 123.92
260166, 1688941, 112.73
260166, 1694645, 102.58
260166, 1999506, 96.90
260166, 900100260166, 118.50
529917, 1216600, 260.12
529917, 1250581, 168.59
529917, 1264039, 103.61
529917, 1269337, 105.56
529917, 1307468, 211.36
529917, 1310656, 286.42
529917, 1321890, 27.06
529917, 1321927, 88.09
451872, 473908, 196.13
451872, 489080, 251.57
451872, 1717331, 303.32
451872, 2163420, 1.12
247306, 190272, 217.63
247306, 218609, 159.14
247306, 229620, 184.01
247306, 229795, 189.96
247306, 231571, 198.88
247306, 254245, 217.16
247306, 256469, 228.44
247306, 258610, 235.28
247306, 1704339, 164.18
247306, 1704469, 252.82
247306, 1711349, 205.38
247306, 2015197, 176.90
247306, 2162605, 169.38
247306, 900100247306, 127.50
420532, 501542, 69.16
420532, 512384, 37.23
420532, 519847, 11.37
420532, 525007, 44.88
420532, 1718722, 83.56
420532, 1724333, 141.45
420532, 1744910, 34.02
420532, 2017609, 153.03
420532, 2017852, 149.47
420532, 2021524, 17.54
421478, 1240303, 12.71
387173, 184537, 37.83
289899, 192616, 66.38
289899, 220628, 1.97
289899, 228033, 114.31
289899, 265379, 76.49
419281, 254458, 42.89
419281, 1711727, 252.99
69946, 184870, 136.47
69946, 1223840, 91.33
69946, 1236173, 1.99
69946, 1269429, 7.24
77184, 1251188, 92.64
77184, 1264673, 55.45
77184, 1293968, 49.33
77184, 1307131, 83.27
77184, 1308128, 120.27
77184, 1316638, 126.65
77184, 1324560, 136.59
77184, 1326685, 70.27
77184, 2010819, 59.13
77184, 2149304, 106.25
77184, 2164831, 23.19
14990, 423063, 117.28
167854, 200479, 97.43
32965, 194299, 49.44
553442, 1726820, 32.84
553442, 1733763, 147.30
240903, 453959, 266.85
323682, 443890, 5.58
323682, 487212, 207.88
323682, 563128, 218.55
323682, 1743268, 219.94
323682, 1752376, 226.25
323682, 1755370, 212.38
304305, 1718144, 231.30
261779, 441625, 9.02
227227, 429470, 216.65
227227, 1729256, 109.90
227227, 1745530, 138.13
198448, 473845, 85.00
122934, 190640, 185.05
122934, 216564, 194.29
122934, 218656, 70.11
181714, 447678, 126.15
181714, 457606, 160.25
449981, 1230257, 271.06
449981, 1251379, 186.08
449981, 1259097, 151.00
449981, 1262786, 141.79
449981, 1300589, 27.77
449981, 1312317, 87.22
449981, 1314747, 54.74
449981, 1314819, 122.78
449981, 1315563, 56.50
449981, 1317689, 83.19
449981, 1319730, 226.17
449981, 1329600, 185.01
449981, 2026601, 107.07
449981, 900100449981, 5.00
573349, 1200819, 86.69
573349, 1685377, 153.37
573349, 1687879, 242.97
573349, 1693471, 298.00
573349, 1727056, 249.60
573349, 1751008, 19.78
573349, 1759683, 200.89
573349, 1760127, 158.78
573349, 1761233, 216.44
573349, 1761548, 56.12
573349, 1761701, 184.43
573349, 1762975, 122.79
573349, 2015880, 200.22
573349, 900100573349, 20.50
429580, 431427, 54.09
429580, 567632, 142.02
329717, 474761, 20.20
247285, 463003, 61.80
247285, 507060, 99.28
247285, 2198258, 99.39
314154, 424051, 122.31
579815, 501630, 49.94
42069, 452646, 43.18
511136, 437172, 8.84
299319, 430774, 32.94
299319, 476169, 53.70
299319, 542246, 277.84
299319, 542796, 255.92
299319, 1705934, 304.11
185768, 452601, 157.76
185768, 476621, 75.94
185768, 1748171, 215.51
139530, 448007, 8.22
139530, 479294, 219.36
139530, 512899, 118.33
139530, 1733179, 172.59
139530, 1739462, 310.02
139530, 2150745, 228.52
407368, 2019992, 254.29
515779, 463664, 38.90
515779, 563835, 65.01
515779, 565283, 4.64
515779, 566203, 73.15
515779, 1206794, 122.22
515779, 1684472, 29.57
515779, 1686093, 101.53
515779, 2025892, 90.01
515779, 2028924, 111.41
515779, 2033613, 141.41
156416, 464153, 67.13
156416, 469566, 219.48
156416, 516434, 169.35
563964, 513641, 124.31
103579, 476882, 111.87
103579, 509094, 129.07
236189, 449437, 118.73
236189, 2153419, 4.05
240028, 443492, 12.96
62060, 447832, 275.49
62060, 471034, 102.34
62060, 520713, 132.26
62060, 527285, 258.66
62060, 1709379, 14.15
438723, 536721, 5.08
557556, 1215558, 79.62
557556, 1263119, 249.52
557556, 2166552, 280.25
557556, 2206281, 187.24
426578, 464782, 1.50
426578, 487051, 171.81
426578, 505147, 299.15
426578, 525102, 176.26
278506, 424511, 15.16
278506, 489567, 214.41
278506, 489692, 62.05
278506, 557430, 141.56
278506, 557891, 197.47
278506, 562243, 267.23
278506, 564844, 308.17
278506, 1226852, 304.15
278506, 1242504, 293.25
278506, 1248045, 272.44
278506, 1264819, 293.58
278506, 2006877, 34.87
278506, 2162940, 118.45
278506, 900100278506, 13.50
501762, 453951, 135.97
293554, 192707, 135.01
289423, 457475, 182.11
289423, 481733, 13.66
64710, 1718949, 73.60
64710, 2019961, 75.79
82680, 453241, 38.15
82680, 1705895, 265.45
82680, 1732917, 258.29
82680, 2160385, 127.28
496768, 2153665, 12.71
562261, 1201186, 23.46
517822, 440733, 64.85
517822, 1213187, 27.61
517822, 1222064, 13.41
517822, 1755158, 41.32
517822, 1758419, 134.67
104025, 191106, 4.38
62790, 204018, 113.26
62790, 255925, 95.80
62790, 256576, 116.11
62790, 260472, 146.40
62790, 261546, 178.18
62790, 263016, 158.56
62790, 264740, 73.23
62790, 265068, 74.43
62790, 265269, 62.58
62790, 266058, 136.74
62790, 1252592, 200.25
62790, 2004648, 108.71
307569, 1220103, 1.62
307569, 1270279, 31.35
307569, 1271594, 12.09
307569, 1273631, 36.35
307569, 1296916, 74.70
307569, 1308784, 92.98
307569, 1312517, 225.23
307569, 1318502, 252.16
307569, 1323815, 122.16
307569, 2152725, 55.63
181962, 189373, 73.05
181962, 204738, 267.76
181962, 226031, 56.18
181962, 235277, 20.31
181962, 236866, 135.92
181962, 261160, 155.29
181962, 1741071, 7.16
181962, 1749240, 20.93
353807, 186542, 259.36
353807, 251896, 143.24
353807, 256380, 211.80
353807, 256671, 132.22
353807, 257739, 114.94
353807, 257830, 88.86
440329, 1223893, 13.87
440329, 1267179, 15.99
440329, 1287119, 69.93
440329, 1306407, 113.27
440329, 1310212, 225.93
440329, 1312806, 176.88
248468, 1713721, 222.29
112085, 188371, 151.46
444444, 193904, 166.14
345998, 200056, 110.81
345998, 208378, 34.88
497312, 194819, 137.28
497312, 224828, 23.24
497312, 1678848, 217.70
461885, 224544, 33.21
328289, 199713, 45.32
328289, 205074, 6.18
328289, 209098, 27.57
328289, 215602, 212.10
328289, 223294, 192.35
328289, 1240807, 107.22
318671, 1202456, 119.34
318671, 1237649, 250.57
318671, 1263942, 238.61
318671, 1288619, 271.48
318671, 1291764, 64.76
318671, 1292454, 61.56
318671, 1302109, 44.11
318671, 1304062, 95.30
318671, 1306484, 160.32
318671, 1309442, 302.65
318671, 1323765, 283.47
318671, 1324251, 223.93
318671, 2003370, 234.85
318671, 900100318671, 14.50
79380, 204639, 257.30
79380, 214244, 41.19
175417, 1723500, 178.88
175417, 2155696, 156.78
503005, 1736017, 131.51
16574, 1224323, 263.32
16574, 1244025, 107.57
16574, 1251121, 177.75
16574, 1268554, 19.27
16574, 1300547, 115.63
16574, 1307671, 240.21
16574, 1310124, 60.46
16574, 2018498, 183.00
16574, 2033044, 223.34
300814, 205683, 105.92
300814, 229013, 128.06
300814, 236527, 91.94
300814, 237305, 50.10
300814, 239725, 11.28
300814, 240132, 69.75
300814, 240389, 278.88
300814, 240528, 69.59
300814, 2025793, 310.59
300814, 2162182, 294.57
300814, 2164211, 34.81
316795, 190100, 134.32
263136, 206842, 99.40
227879, 1281512, 223.32
227879, 1298067, 80.39
227879, 1298388, 78.79
227879, 1298934, 69.44
227879, 1303095, 194.17
227879, 1305945, 223.22
227879, 1305969, 195.28
227879, 1311122, 290.80
227879, 1316468, 183.14
227879, 1317602, 145.40
227879, 1320817, 39.62
227879, 1733200, 206.71
227879, 2017525, 254.85
227879, 900100227879, 3.00
535668, 529292, 146.62
535668, 1722106, 89.37
535668, 1750800, 139.66
288403, 541610, 93.98
288403, 544782, 135.85
288403, 1207471, 278.11
288403, 1209392, 26.46
288403, 2164398, 243.73
147980, 1227608, 219.59
147980, 1241061, 23.57
147980, 1267299, 86.31
147980, 1274988, 257.63
147980, 1294076, 165.26
147980, 1303621, 289.52
147980, 1708780, 40.36
136501, 431948, 3.06
295589, 474814, 59.69
295589, 494202, 259.50
295589, 561805, 96.40
295589, 563068, 31.34
295589, 564700, 39.62
295589, 565639, 93.06
295589, 565838, 145.12
295589, 566199, 189.26
295589, 1261014, 257.88
295589, 1696176, 290.88
295589, 1697851, 259.83
295589, 1727805, 167.83
295589, 2002339, 207.69
295589, 900100295589, 0.00
37038, 508966, 198.51
511117, 424045, 69.68
511117, 1209026, 54.78
485709, 444909, 42.12
485709, 487322, 103.29
485709, 495884, 163.62
485709, 530436, 274.73
485709, 543118, 19.79
98590, 488171, 87.45
98590, 513370, 155.94
98590, 1727954, 140.32
376549, 430463, 108.86
536831, 435544, 16.11
34180, 442831, 16.70
34180, 443033, 219.35
34180, 473122, 298.07
34180, 2152473, 172.57
169802, 484501, 126.65
169802, 485707, 209.18
169802, 2160162, 64.85
317560, 463194, 146.34
317560, 478587, 184.62
317560, 512633, 90.14
317560, 515098, 110.69
317560, 525040, 2.17
317560, 1752665, 188.19
317560, 1755829, 109.16
317560, 1757587, 232.70
317560, 2028032, 128.25
138975, 466148, 61.08
138975, 505590, 180.76
410632, 464674, 71.89
410632, 559635, 247.82
410632, 1189320, 259.68
410632, 1686811, 90.42
410632, 1697039, 195.82
410632, 1722529, 60.44
410632, 1728611, 2.02
410632, 1739290, 9.33
410632, 1999370, 189.36
410632, 2023608, 196.26
410632, 2028687, 56.25
410632, 2030896, 105.72
410632, 2167262, 21.26
410632, 900100410632, 26.50
248242, 465123, 2.38
248242, 476297, 73.83
248242, 521430, 205.81
248242, 1708857, 89.59
248242, 2206844, 195.03
10442, 470210, 188.46
10442, 483257, 161.16
10442, 561954, 16.01
10442, 570788, 69.12
10442, 571062, 219.00
10442, 571102, 24.74
10442, 571191, 224.99
10442, 1236284, 4.73
10442, 1240065, 200.50
10442, 1267952, 149.08
10442, 2000401, 113.85
10442, 2152847, 129.13
10442, 2154531, 151.26
10442, 900100010442, 35.50
356708, 433434, 138.38
356708, 554481, 21.62
210103, 424553, 6.84
362368, 476168, 18.16
362368, 496343, 130.97
362368, 1738853, 140.90
519706, 458859, 21.66
420229, 547563, 246.65
308026, 452743, 119.31
308026, 463347, 41.96
10142, 469874, 44.59
10142, 475005, 50.50
16497, 2162521, 65.43
185036, 490341, 212.85
185036, 524729, 136.73
185036, 526039, 237.66
185036, 532018, 69.19
185036, 1711252, 113.31
287570, 496370, 104.51
287570, 514619, 138.67
287570, 524855, 182.70
287570, 529959, 252.89
287570, 537035, 266.95
287570, 542751, 299.02
287570, 544971, 275.26
287570, 2156946, 211.53
140007, 481005, 5.19
41687, 467227, 107.55
41687, 2164474, 21.43
341041, 421397, 134.09
341041, 441108, 29.11
341041, 472528, 8.30
406404, 501521, 9.77
406404, 509091, 299.35
406404, 554679, 248.84
406404, 558967, 199.22
406404, 1206020, 308.77
406404, 1684966, 225.80
406404, 2003418, 277.09
560108, 209043, 46.37
352194, 487692, 73.61
352194, 488326, 266.96
352194, 1234826, 142.12
352194, 1263951, 146.89
352194, 1273065, 156.64
352194, 1283060, 101.28
352194, 1742436, 177.70
216228, 467927, 104.52
216228, 2207699, 255.60
285291, 469895, 7.19
285291, 502340, 237.86
420775, 442645, 111.33
472854, 471129, 103.66
472854, 513635, 82.57
472854, 519826, 212.74
330835, 486329, 9.86
347170, 476505, 80.64
234572, 430327, 5.43
234572, 457583, 160.44
234572, 1232768, 31.55
72944, 515649, 15.95
72944, 525489, 146.92
72944, 1730916, 280.95
383137, 480641, 6.62
65415, 489288, 32.27
204049, 462138, 26.78
335472, 422800, 49.02
234500, 440907, 0.00
272110, 464767, 200.43
272110, 468066, 60.82
272110, 503136, 153.59
272110, 507981, 206.94
272110, 1232965, 106.48
272110, 1238220, 65.63
577826, 505248, 113.95
577826, 527201, 126.20
577826, 554544, 239.17
577826, 555733, 207.09
577826, 1209581, 188.53
577826, 1223586, 171.69
577826, 2021538, 161.62
577826, 2027476, 45.13
385861, 470795, 6.48
59202, 1219968, 0.21
59202, 1254930, 42.28
59202, 1270059, 103.51
59202, 1275759, 105.66
59202, 1278256, 181.44
59202, 1280697, 18.95
59202, 1281005, 69.07
59202, 1282737, 17.52
59202, 1310822, 81.15
383419, 444966, 2.64
383419, 487269, 150.19
383419, 1228624, 257.03
41369, 520975, 157.39
262873, 502826, 143.94
262873, 1203501, 226.45
303590, 423178, 0.00
303590, 457040, 118.74
303590, 1733748, 156.71
303590, 1752833, 94.92
303590, 1755987, 79.78
483234, 478002, 109.23
553667, 424793, 44.81
173704, 473740, 0.00
173704, 1695562, 136.07
173704, 1699795, 129.01
173704, 1701309, 29.36
173704, 1701776, 25.28
