Image ID,Nombre de personnes détectées,Différence calculée (num-people-dif)
75083,0,1
271032,0,1
98416,0,1
78522,0,1
26767,0,1
327807,3,0.75
134778,0,1
518586,0,1
65227,1,0.5
49633,0,1
476597,3,0.75
165029,2,0.6666666666666667
129699,0,1
117125,0,1
7211,0,1
356298,0,1
129942,0,1
520433,0,1
183666,0,1
426175,1,0.5
336777,0,1
249720,1,0.5
409009,0,1
554348,1,0.5
329486,0,1
231163,1,0.5
463633,0,1
383470,0,1
578292,1,0.5
75748,0,1
522778,7,0.875
365366,1,0.5
46743,3,0.75
554114,1,0.5
52644,0,1
269394,0,1
117407,0,1
183757,0,1
437609,1,0.5
434494,2,0.6666666666666667
191738,0,1
542510,1,0.5
171500,0,1
146411,0,1
205103,0,1
472795,1,0.5
235006,0,1
182784,3,0.75
54088,0,1
324383,0,1
224861,0,1
319865,0,1
353968,1,0.5
458052,0,1
309852,0,1
480076,0,1
26942,0,1
346207,0,1
190767,0,1
490081,1,0.5
571034,1,0.5
372979,0,1
384204,0,1
89668,0,1
383406,0,1
13383,0,1
209692,0,1
205378,0,1
551952,0,1
535292,0,1
10694,0,1
143824,0,1
37907,0,1
168706,0,1
414679,0,1
486203,0,1
60687,0,1
122203,0,1
181449,0,1
171062,0,1
142667,9,0.9
574184,0,1
122390,0,1
99734,1,0.5
400,0,1
245201,0,1
350694,0,1
419048,0,1
414560,0,1
232383,0,1
241453,0,1
178592,0,1
328421,0,1
530212,0,1
278166,0,1
457754,4,0.8
109819,5,0.8333333333333334
260141,0,1
7682,1,0.5
540264,2,0.6666666666666667
246809,0,1
102843,0,1
412914,0,1
440646,2,0.6666666666666667
242499,0,1
105975,0,1
66800,0,1
511204,1,0.5
30255,0,1
557981,1,0.5
453819,0,1
260166,6,0.8571428571428572
217005,0,1
207264,0,1
370043,0,1
307936,0,1
458153,0,1
446751,0,1
529917,8,0.8888888888888888
451872,3,0.75
31747,0,1
410533,0,1
247306,1,0.5
466774,0,1
420532,5,0.8333333333333334
154202,0,1
421478,1,0.5
387173,1,0.5
516750,0,1
289899,0,1
419281,0,1
69946,0,1
109005,0,1
216841,0,1
338327,0,1
77184,0,1
291712,0,1
24430,0,1
14990,1,0.5
167854,1,0.5
32965,1,0.5
553442,2,0.6666666666666667
240903,1,0.5
207056,0,1
476975,0,1
323682,1,0.5
304305,0,1
76460,0,1
468604,0,1
35474,0,1
41945,0,1
15690,0,1
102912,0,1
261779,1,0.5
227227,2,0.6666666666666667
198448,1,0.5
122934,2,0.6666666666666667
421681,0,1
181714,2,0.6666666666666667
449981,8,0.8888888888888888
573349,11,0.9166666666666666
247984,0,1
429580,2,0.6666666666666667
450247,0,1
329717,1,0.5
393258,0,1
247285,3,0.75
314154,1,0.5
579815,1,0.5
42069,0,1
511136,0,1
341393,0,1
299319,2,0.6666666666666667
185768,3,0.75
139530,4,0.8
504142,0,1
288955,0,1
407368,1,0.5
553162,0,1
515779,7,0.875
262986,0,1
77187,0,1
156416,1,0.5
479057,0,1
563964,1,0.5
103579,2,0.6666666666666667
236189,2,0.6666666666666667
240028,1,0.5
62060,5,0.8333333333333334
438723,1,0.5
386500,0,1
324937,0,1
557556,4,0.8
426578,0,1
278506,9,0.9
501762,1,0.5
370423,0,1
406932,0,1
293554,1,0.5
18149,0,1
289423,2,0.6666666666666667
155743,0,1
64710,0,1
180447,0,1
318171,0,1
216273,0,1
75162,0,1
283210,0,1
252213,0,1
82680,4,0.8
469088,0,1
496768,1,0.5
562261,1,0.5
16716,0,1
517822,2,0.6666666666666667
443591,0,1
344860,0,1
235914,0,1
148358,0,1
104025,1,0.5
62790,10,0.9090909090909091
129637,0,1
427438,0,1
2684,0,1
256091,0,1
433460,0,1
307569,0,1
181962,0,1
120935,0,1
405778,0,1
520727,0,1
62151,0,1
353807,5,0.8333333333333334
440329,4,0.8
248468,0,1
112085,1,0.5
379977,0,1
444444,1,0.5
345998,2,0.6666666666666667
497312,3,0.75
143769,0,1
311913,0,1
461885,1,0.5
328289,2,0.6666666666666667
318671,1,0.5
31255,0,1
244575,0,1
79380,1,0.5
175417,0,1
503005,1,0.5
16574,6,0.8571428571428572
300814,4,0.8
316795,1,0.5
263136,1,0.5
84235,0,1
310177,0,1
227879,13,0.9285714285714286
321079,0,1
535668,3,0.75
375840,0,1
466787,0,1
288403,5,0.8333333333333334
147980,7,0.875
313789,0,1
121745,0,1
497006,0,1
136501,1,0.5
295589,3,0.75
37038,1,0.5
511117,2,0.6666666666666667
246199,0,1
95427,0,1
180800,0,1
485709,5,0.8333333333333334
146973,0,1
98590,3,0.75
557360,0,1
114549,0,1
376549,1,0.5
536831,1,0.5
34180,4,0.8
169802,3,0.75
317560,7,0.875
144200,0,1
138975,2,0.6666666666666667
570465,0,1
94590,0,1
162827,0,1
208663,0,1
410632,3,0.75
248242,4,0.8
10442,12,0.9230769230769231
356708,2,0.6666666666666667
419856,0,1
397773,0,1
400139,0,1
27353,0,1
210103,1,0.5
362368,3,0.75
519706,1,0.5
40881,0,1
472246,0,1
420229,0,1
564659,0,1
308026,2,0.6666666666666667
10142,1,0.5
311553,0,1
16497,1,0.5
572051,0,1
185036,3,0.75
273045,0,1
287570,1,0.5
140007,1,0.5
41687,2,0.6666666666666667
493868,0,1
119181,0,1
296303,0,1
258516,0,1
341041,1,0.5
406404,1,0.5
560108,1,0.5
352194,2,0.6666666666666667
216228,2,0.6666666666666667
143671,0,1
285291,1,0.5
64822,0,1
420775,1,0.5
153656,0,1
472854,3,0.75
330835,1,0.5
347170,1,0.5
234572,1,0.5
72944,2,0.6666666666666667
383137,1,0.5
65415,1,0.5
204049,1,0.5
335472,1,0.5
234500,1,0.5
272110,4,0.8
577826,5,0.8333333333333334
385861,1,0.5
59202,9,0.9
383419,3,0.75
41369,1,0.5
262873,1,0.5
303590,3,0.75
483234,1,0.5
553667,1,0.5
173704,1,0.5
404243,0,1
127451,2,0.6666666666666667
109092,2,0.6666666666666667
514083,1,0.5
461953,0,1
25202,0,1
495107,1,0.5
413044,1,0.5
399012,1,0.5
523772,0,1
436795,3,0.75
413321,1,0.5
557780,0,1
299116,2,0.6666666666666667
569839,1,0.5
313155,0,1
375521,2,0.6666666666666667
66412,2,0.6666666666666667
404464,2,0.6666666666666667
54277,1,0.5
319908,4,0.8
188958,8,0.8888888888888888
410002,0,1
533750,0,1
507065,1,0.5
540174,1,0.5
446322,0,1
415746,0,1
334686,2,0.6666666666666667
280819,1,0.5
5754,0,1
71171,0,1
556462,1,0.5
292301,0,1
550627,0,1
266041,1,0.5
244339,1,0.5
427135,3,0.75
578210,1,0.5
201925,0,1
72833,1,0.5
269089,0,1
45864,6,0.8571428571428572
562614,4,0.8
541010,10,0.9090909090909091
289444,7,0.875
570579,3,0.75
94194,2,0.6666666666666667
143541,0,1
284350,1,0.5
309120,1,0.5
146193,1,0.5
467477,1,0.5
172327,0,1
153570,1,0.5
550444,5,0.8333333333333334
154971,5,0.8333333333333334
282225,1,0.5
146723,3,0.75
489023,6,0.8571428571428572
453757,3,0.75
321674,2,0.6666666666666667
195829,4,0.8
398076,1,0.5
310227,1,0.5
453926,0,1
90935,0,1
542959,0,1
295837,1,0.5
279305,0,1
207826,1,0.5
224757,10,0.9090909090909091
385786,0,1
165133,1,0.5
336102,0,1
17707,0,1
140743,1,0.5
66423,5,0.8333333333333334
476280,2,0.6666666666666667
182245,1,0.5
1369,1,0.5
430125,8,0.8888888888888888
546702,0,1
177941,1,0.5
53015,2,0.6666666666666667
504304,2,0.6666666666666667
54796,1,0.5
124629,3,0.75
310302,0,1
353830,0,1
493652,0,1
226278,1,0.5
399839,1,0.5
39540,0,1
301102,0,1
317595,3,0.75
53990,1,0.5
190081,1,0.5
521400,2,0.6666666666666667
193565,1,0.5
207151,0,1
57387,11,0.9166666666666666
577858,3,0.75
409944,1,0.5
481635,4,0.8
261757,0,1
538859,1,0.5
183803,0,1
143975,0,1
490923,1,0.5
336182,1,0.5
371250,0,1
391735,1,0.5
8418,0,1
71466,0,1
65244,1,0.5
80172,1,0.5
209868,1,0.5
201723,0,1
187743,1,0.5
150675,0,1
362373,0,1
506552,4,0.8
129576,0,1
461898,1,0.5
409251,2,0.6666666666666667
451468,0,1
65267,0,1
146627,2,0.6666666666666667
578498,0,1
203849,0,1
196311,0,1
395405,0,1
436470,0,1
102446,0,1
132001,0,1
349737,0,1
235597,3,0.75
358763,0,1
484982,0,1
129739,0,1
281878,0,1
503311,1,0.5
245453,1,0.5
568101,0,1
49559,0,1
381106,2,0.6666666666666667
132686,0,1
471009,2,0.6666666666666667
138477,0,1
12543,3,0.75
39760,0,1
76292,4,0.8
499940,0,1
16356,2,0.6666666666666667
296098,0,1
146738,1,0.5
400538,10,0.9090909090909091
331162,0,1
502090,0,1
137003,2,0.6666666666666667
403065,0,1
232309,1,0.5
199602,1,0.5
28655,0,1
387431,0,1
448269,12,0.9230769230769231
237669,6,0.8571428571428572
426523,3,0.75
466211,3,0.75
191096,4,0.8
78707,4,0.8
336493,4,0.8
335833,0,1
48636,1,0.5
132615,2,0.6666666666666667
430359,1,0.5
113914,1,0.5
74369,1,0.5
418949,3,0.75
569768,2,0.6666666666666667
505099,10,0.9090909090909091
384012,3,0.75
93725,1,0.5
579056,1,0.5
276580,11,0.9166666666666666
377715,6,0.8571428571428572
351683,8,0.8888888888888888
5064,7,0.875
46859,4,0.8
24223,1,0.5
365426,6,0.8571428571428572
564745,1,0.5
69392,0,1
240727,2,0.6666666666666667
20965,1,0.5
360926,1,0.5
303298,1,0.5
158015,1,0.5
280607,0,1
340420,0,1
477010,11,0.9166666666666666
560323,9,0.9
308441,1,0.5
480726,10,0.9090909090909091
527023,7,0.875
493174,12,0.9230769230769231
331692,0,1
284220,1,0.5
272262,1,0.5
196053,1,0.5
461063,1,0.5
133698,0,1
335578,1,0.5
377385,1,0.5
500062,1,0.5
398362,0,1
152751,0,1
38034,0,1
212704,6,0.8571428571428572
295564,0,1
354540,1,0.5
41550,0,1
43635,6,0.8571428571428572
153563,4,0.8
335532,1,0.5
365289,2,0.6666666666666667
10766,2,0.6666666666666667
209604,0,1
289610,0,1
521967,0,1
27235,0,1
299716,0,1
294119,0,1
348654,0,1
189845,1,0.5
534957,0,1
101622,1,0.5
320039,1,0.5
421010,4,0.8
376959,1,0.5
137658,0,1
87199,6,0.8571428571428572
410337,2,0.6666666666666667
57545,1,0.5
562870,0,1
162952,2,0.6666666666666667
573206,0,1
191270,2,0.6666666666666667
169891,0,1
503772,0,1
180490,0,1
385633,0,1
310325,0,1
53542,0,1
58915,0,1
356302,0,1
82327,0,1
331807,0,1
453756,0,1
153607,0,1
477949,0,1
300138,0,1
527025,7,0.875
576939,0,1
527248,8,0.8888888888888888
39743,2,0.6666666666666667
353136,1,0.5
83915,0,1
129159,1,0.5
529636,0,1
457691,0,1
14941,1,0.5
371999,0,1
2240,0,1
3084,0,1
142592,0,1
577821,0,1
28377,0,1
239448,2,0.6666666666666667
558524,0,1
222304,0,1
283064,0,1
217183,0,1
366630,0,1
501080,0,1
254277,1,0.5
266443,1,0.5
389335,1,0.5
157184,1,0.5
175611,1,0.5
509819,0,1
284042,0,1
334007,1,0.5
150358,1,0.5
127749,0,1
404349,0,1
565683,0,1
168909,2,0.6666666666666667
487159,0,1
510657,7,0.875
298443,7,0.875
195645,8,0.8888888888888888
484145,1,0.5
12547,7,0.875
527102,2,0.6666666666666667
310553,2,0.6666666666666667
479008,4,0.8
509192,1,0.5
392915,0,1
208517,9,0.9
103806,0,1
530207,13,0.9285714285714286
460378,0,1
145199,0,1
764,4,0.8
158333,0,1
158497,0,1
17953,0,1
537955,0,1
210012,1,0.5
174887,0,1
73861,0,1
90732,1,0.5
55375,2,0.6666666666666667
31442,1,0.5
283119,0,1
467314,0,1
399851,0,1
569801,0,1
233075,0,1
90255,1,0.5
389624,0,1
539124,4,0.8
40986,1,0.5
137118,0,1
142697,1,0.5
111032,0,1
348140,0,1
241844,0,1
461256,1,0.5
306404,1,0.5
446409,0,1
18783,1,0.5
265574,0,1
12896,1,0.5
272863,0,1
378709,0,1
562645,0,1
465692,1,0.5
523297,0,1
391584,0,1
241350,0,1
431197,0,1
430287,0,1
271712,0,1
304355,0,1
419401,0,1
393659,0,1
549668,0,1
193251,0,1
58079,0,1
216320,0,1
123289,0,1
209322,0,1
169598,0,1
463610,0,1
538589,0,1
488327,0,1
142129,0,1
71384,0,1
551517,0,1
384111,0,1
75216,0,1
555472,0,1
235788,1,0.5
243031,0,1
134649,0,1
235839,1,0.5
279024,0,1
488387,0,1
327436,1,0.5
292810,0,1
72843,0,1
270918,0,1
96514,0,1
154854,0,1
186074,1,0.5
444672,0,1
540869,1,0.5
223122,0,1
359959,0,1
98054,0,1
425035,0,1
581402,0,1
245383,2,0.6666666666666667
540806,2,0.6666666666666667
402330,0,1
456732,0,1
69577,3,0.75
319345,0,1
451053,0,1
123511,0,1
176271,0,1
271795,0,1
229599,0,1
261062,0,1
137369,0,1
102497,1,0.5
378657,6,0.8571428571428572
559442,0,1
48044,1,0.5
460266,1,0.5
12370,1,0.5
334941,1,0.5
320249,7,0.875
436174,1,0.5
442549,4,0.8
24343,2,0.6666666666666667
425404,0,1
52132,0,1
10643,0,1
253262,1,0.5
139168,0,1
288002,0,1
255633,0,1
376177,2,0.6666666666666667
115178,0,1
116279,0,1
392670,0,1
539808,0,1
572733,0,1
517128,0,1
128644,0,1
169936,0,1
304876,0,1
309434,0,1
421307,0,1
101088,4,0.8
475798,0,1
112956,0,1
298440,0,1
246425,0,1
579593,0,1
356836,0,1
146659,0,1
168200,0,1
495348,0,1
430804,0,1
144122,0,1
553867,0,1
312724,0,1
327433,0,1
455229,0,1
183181,0,1
580746,0,1
233560,0,1
292639,0,1
158801,0,1
275210,0,1
74268,0,1
513646,0,1
526711,0,1
461123,0,1
519046,0,1
219904,0,1
362159,0,1
430867,1,0.5
397863,0,1
493805,0,1
266099,0,1
371973,0,1
145383,0,1
338607,0,1
64390,0,1
446861,0,1
493219,2,0.6666666666666667
17267,3,0.75
279596,0,1
458221,0,1
249909,0,1
192591,0,1
78696,1,0.5
379156,0,1
97249,0,1
314193,1,0.5
499268,1,0.5
389378,0,1
495734,0,1
132982,1,0.5
194167,0,1
274083,10,0.9090909090909091
347453,0,1
220690,4,0.8
377406,0,1
12204,0,1
410097,0,1
91857,0,1
220307,0,1
286544,6,0.8571428571428572
57917,0,1
387388,0,1
155671,0,1
102654,0,1
112240,0,1
117792,0,1
429802,0,1
533107,0,1
95371,0,1
204206,0,1
523195,0,1
160089,2,0.6666666666666667
189773,1,0.5
485887,0,1
351938,0,1
4760,0,1
489382,0,1
539498,1,0.5
357493,2,0.6666666666666667
138040,1,0.5
382848,1,0.5
450724,1,0.5
56624,0,1
84460,1,0.5
27440,0,1
427113,3,0.75
59108,0,1
423256,0,1
553790,0,1
534045,0,1
147675,0,1
531607,0,1
438221,0,1
367433,0,1
174423,0,1
142941,1,0.5
398580,0,1
44003,0,1
472557,0,1
514600,0,1
187514,0,1
198416,1,0.5
214698,0,1
199339,0,1
576822,0,1
123836,0,1
318596,0,1
49115,0,1
317441,0,1
101280,0,1
1448,0,1
234990,0,1
536615,0,1
208003,1,0.5
190160,0,1
578703,0,1
326995,0,1
385535,0,1
34089,0,1
419106,0,1
480205,0,1
43133,2,0.6666666666666667
311746,0,1
293452,0,1
150987,0,1
338203,0,1
440529,2,0.6666666666666667
188546,1,0.5
356544,0,1
503585,2,0.6666666666666667
265003,0,1
17198,0,1
107244,0,1
111590,0,1
437206,0,1
284594,0,1
141517,0,1
140636,0,1
71281,0,1
430254,0,1
214009,0,1
245481,0,1
475238,0,1
350262,0,1
378334,2,0.6666666666666667
64146,2,0.6666666666666667
1590,0,1
516602,0,1
451772,0,1
112739,0,1
82021,0,1
563195,0,1
495088,0,1
173984,0,1
410446,3,0.75
494731,0,1
330316,0,1
547839,0,1
210607,0,1
495626,0,1
441211,0,1
550452,0,1
391560,0,1
465566,1,0.5
350966,1,0.5
168434,0,1
271240,0,1
564129,2,0.6666666666666667
438232,3,0.75
342675,1,0.5
147915,0,1
189427,0,1
147866,0,1
145039,2,0.6666666666666667
417588,0,1
103791,0,1
525183,0,1
346006,0,1
224793,0,1
438059,0,1
494140,0,1
498400,0,1
464328,0,1
483893,0,1
438985,0,1
307995,0,1
416765,0,1
481313,0,1
278576,0,1
147471,2,0.6666666666666667
152106,0,1
96097,0,1
532145,0,1
55241,0,1
367893,0,1
543566,0,1
346112,0,1
216548,0,1
393547,0,1
31176,0,1
288776,0,1
122953,0,1
375509,0,1
230262,0,1
451972,7,0.875
264594,2,0.6666666666666667
523292,0,1
573877,0,1
130527,0,1
12443,0,1
308263,0,1
100000,0,1
444755,1,0.5
442286,0,1
199050,13,0.9285714285714286
369511,13,0.9285714285714286
546424,8,0.8888888888888888
336793,2,0.6666666666666667
201220,2,0.6666666666666667
50117,0,1
468541,0,1
504700,3,0.75
38662,0,1
371854,2,0.6666666666666667
459,1,0.5
29886,7,0.875
514525,0,1
334511,10,0.9090909090909091
31599,0,1
90476,0,1
137451,4,0.8
22667,0,1
464857,4,0.8
39472,0,1
365928,1,0.5
90778,2,0.6666666666666667
268854,2,0.6666666666666667
354978,12,0.9230769230769231
230780,1,0.5
4665,2,0.6666666666666667
390975,0,1
109750,0,1
386739,2,0.6666666666666667
55668,4,0.8
54747,2,0.6666666666666667
36598,4,0.8
37003,1,0.5
173274,1,0.5
483375,0,1
83257,3,0.75
437049,5,0.8333333333333334
139007,0,1
448849,0,1
114673,0,1
43535,1,0.5
369122,3,0.75
177262,1,0.5
489719,0,1
198178,0,1
488360,0,1
52066,1,0.5
386962,0,1
17708,0,1
325184,0,1
267643,2,0.6666666666666667
218716,0,1
440110,2,0.6666666666666667
27371,3,0.75
181267,1,0.5
91343,0,1
56865,2,0.6666666666666667
520996,0,1
534308,0,1
383397,2,0.6666666666666667
391300,3,0.75
519461,0,1
579911,0,1
256260,1,0.5
219798,0,1
552942,0,1
520437,1,0.5
88784,0,1
48731,0,1
477111,0,1
556817,0,1
97967,11,0.9166666666666666
27617,0,1
495808,1,0.5
320350,2,0.6666666666666667
276693,1,0.5
307341,1,0.5
66336,1,0.5
234349,11,0.9166666666666666
178175,0,1
87141,0,1
213421,3,0.75
243569,1,0.5
101567,0,1
238691,6,0.8571428571428572
79047,0,1
178746,1,0.5
327845,0,1
330262,0,1
347950,0,1
434083,1,0.5
292435,0,1
355471,0,1
321804,2,0.6666666666666667
82826,1,0.5
13843,0,1
357386,0,1
503992,0,1
65443,0,1
473888,0,1
307209,0,1
350789,0,1
343680,0,1
63040,9,0.9
33645,1,0.5
134194,0,1
309100,0,1
554273,7,0.875
291696,4,0.8
353948,0,1
356406,3,0.75
200234,1,0.5
43625,1,0.5
427986,0,1
299089,0,1
108326,0,1
206417,2,0.6666666666666667
519853,2,0.6666666666666667
515792,1,0.5
167696,0,1
504020,0,1
421999,0,1
259665,4,0.8
372161,0,1
377231,0,1
464737,0,1
118911,0,1
77061,1,0.5
371106,0,1
436164,3,0.75
515403,1,0.5
507719,4,0.8
313557,0,1
534988,0,1
366830,0,1
89356,0,1
510877,0,1
492407,0,1
199346,2,0.6666666666666667
262275,1,0.5
195862,2,0.6666666666666667
71209,4,0.8
572861,0,1
331242,5,0.8333333333333334
574796,0,1
187979,0,1
463013,9,0.9
251752,1,0.5
560598,1,0.5
44856,1,0.5
351287,0,1
576886,3,0.75
135579,0,1
340843,3,0.75
245313,7,0.875
209441,0,1
715,0,1
177246,0,1
337563,2,0.6666666666666667
351057,0,1
348905,0,1
480780,0,1
469961,1,0.5
555197,1,0.5
499252,1,0.5
427802,0,1
8473,0,1
95476,2,0.6666666666666667
338472,0,1
287436,3,0.75
356937,1,0.5
134413,0,1
355881,0,1
493386,0,1
418711,3,0.75
355137,1,0.5
425762,0,1
39659,0,1
489029,0,1
44559,1,0.5
140664,0,1
421908,1,0.5
180202,0,1
323925,0,1
85029,8,0.8888888888888888
401718,0,1
361763,2,0.6666666666666667
486580,1,0.5
561437,1,0.5
33958,1,0.5
166624,1,0.5
478981,0,1
138057,0,1
519055,6,0.8571428571428572
387375,4,0.8
157370,1,0.5
239235,4,0.8
432146,1,0.5
257046,4,0.8
131280,4,0.8
508949,1,0.5
447378,0,1
270785,1,0.5
99807,1,0.5
573796,0,1
66445,0,1
345618,0,1
205605,0,1
11742,0,1
88854,7,0.875
24755,6,0.8571428571428572
173204,5,0.8333333333333334
145422,8,0.8888888888888888
245182,9,0.9
321395,0,1
33900,1,0.5
416059,2,0.6666666666666667
119939,3,0.75
160195,2,0.6666666666666667
262119,1,0.5
481415,1,0.5
83161,0,1
484573,0,1
580591,1,0.5
4275,1,0.5
551957,1,0.5
422686,3,0.75
468545,2,0.6666666666666667
328284,1,0.5
362005,8,0.8888888888888888
434662,1,0.5
550601,2,0.6666666666666667
9628,1,0.5
542922,0,1
226588,2,0.6666666666666667
283222,1,0.5
122542,2,0.6666666666666667
305738,0,1
166358,0,1
292789,0,1
301799,0,1
317798,0,1
532620,0,1
215787,2,0.6666666666666667
535993,0,1
361472,4,0.8
411027,1,0.5
346717,2,0.6666666666666667
234147,0,1
499957,0,1
376751,2,0.6666666666666667
64335,1,0.5
67218,5,0.8333333333333334
492914,1,0.5
57224,3,0.75
242103,0,1
128180,1,0.5
510078,1,0.5
408535,1,0.5
113989,1,0.5
34818,2,0.6666666666666667
151978,2,0.6666666666666667
24157,0,1
260025,4,0.8
329258,8,0.8888888888888888
519880,6,0.8571428571428572
297233,0,1
68166,1,0.5
2867,4,0.8
257870,1,0.5
378655,0,1
200945,0,1
69411,5,0.8333333333333334
337488,1,0.5
8923,1,0.5
57286,5,0.8333333333333334
123642,0,1
55429,0,1
449726,0,1
10858,0,1
525211,1,0.5
462635,4,0.8
315641,1,0.5
22690,2,0.6666666666666667
506441,0,1
132510,1,0.5
458388,0,1
44536,1,0.5
89355,2,0.6666666666666667
435037,0,1
198223,3,0.75
473208,0,1
121381,1,0.5
546500,0,1
480210,2,0.6666666666666667
468784,5,0.8333333333333334
528496,0,1
405261,3,0.75
43693,1,0.5
405216,4,0.8
382603,1,0.5
489745,0,1
401429,1,0.5
259422,0,1
211420,3,0.75
545385,0,1
262200,5,0.8333333333333334
23320,0,1
12085,1,0.5
8775,0,1
384981,6,0.8571428571428572
159736,1,0.5
253485,3,0.75
138871,0,1
542960,1,0.5
314112,4,0.8
469203,5,0.8333333333333334
143132,4,0.8
475398,1,0.5
95132,0,1
479213,2,0.6666666666666667
30549,2,0.6666666666666667
442031,0,1
47055,0,1
47781,0,1
281582,0,1
453328,0,1
66072,1,0.5
442824,0,1
271864,0,1
272968,0,1
532408,0,1
560332,0,1
266160,1,0.5
284379,1,0.5
7867,0,1
428105,0,1
155317,0,1
462466,5,0.8333333333333334
280363,0,1
416739,0,1
547079,3,0.75
513699,6,0.8571428571428572
330531,0,1
132067,1,0.5
45057,0,1
145215,1,0.5
68277,2,0.6666666666666667
195023,1,0.5
249246,3,0.75
463296,0,1
560756,0,1
380487,1,0.5
510254,1,0.5
298726,2,0.6666666666666667
80865,1,0.5
389595,1,0.5
135976,0,1
432035,0,1
227359,1,0.5
278742,5,0.8333333333333334
316438,1,0.5
556478,0,1
116413,0,1
275202,0,1
156100,0,1
545390,1,0.5
94299,1,0.5
264017,0,1
508811,1,0.5
516913,2,0.6666666666666667
155125,1,0.5
164330,4,0.8
466565,4,0.8
190291,3,0.75
186427,1,0.5
519683,0,1
155604,0,1
315810,1,0.5
251395,1,0.5
246649,1,0.5
407945,0,1
123071,1,0.5
371910,1,0.5
385320,1,0.5
226542,1,0.5
16098,1,0.5
405068,0,1
56701,1,0.5
